"Answer__c","ArticleNumber","ArticleMasterLanguage","Content_Category__c","Description__c","FirstPublishedDate","Language","LargeLanguageModel","LastPublishedDate","PublishStatus","RecordTypeId","Summary","Title","ValidationStatus","Owner.RecordTypeId","Owner.Title"
"","000001266","en_US","Content Downloader (RCD);Push;Reuters Connect;RSS;WebServices API;World News Express - WNE","<span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""font-family: Calibri,sans-serif;""><span style=""font-size: 12.0pt;""><span style=""line-height: 107%;""><span style=""font-family: &quot;Arial&quot;,sans-serif;"">This document provides the information about how to request roles and the step by step guide on how to add them to a user&#39;s account.</span></span></span></span></span></span><br> ","2023-12-19T15:12:56.000Z","en_US","","2023-12-19T15:15:32.000Z","Online","0124v000000AZIUAA4","","GPDB | Adding Roles to User Accounts","Not Validated","","Helpdesk Analyst"
"<ol><li>Misinformation </li><li>Terrorist (Terrorism, Jihadist, Jihadism, Extremist)</li></ol>","000001268","en_US","","These is a list of prohibited words and phrases within our daily basis job towards our clients.","2023-11-21T14:55:23.000Z","en_US","","2023-11-21T14:55:23.000Z","Online","0124v000000AZIZAA4","","EDITORIAL | Prohibited words and phrases for clients","Not Validated","","Helpdesk Analyst"
"","000001261","en_US","","In this KB you will find the most common words and acronyms used by our own teams as well as the clients. Use Ctrl + F in order to find quickly the word or definition. Please advise if you consider that a new term should be add.","2023-08-21T19:26:36.000Z","en_US","","2023-08-21T19:26:36.000Z","Online","0124v000000AZIZAA4","","EDITORIAL | Glossary - Definitions","Not Validated","","Helpdesk Analyst"
"","000001258","en_US","Reuters Connect","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">The Top 100 stories should be sent before 1700gmt approx. by the SME or backup available during that day. This allows to the global producers, editors, and editors to know the most view content during the last day.  </span></span><br> ","2023-08-21T19:18:30.000Z","en_US","","2023-08-21T19:18:30.000Z","Online","0124v000000AZIZAA4","","EDITORIAL | Create The Top 100 - Teletrax","Not Validated","","Helpdesk Analyst"
"","000001259","en_US","","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">The Handover is to create a summary of uncomplete events/requests for the next shift. (Only for requests that were not completed or that client request updates). This is for Editorial SME and backups.</span></span></span><br> ","2023-08-21T19:12:04.000Z","en_US","","2023-08-21T19:12:04.000Z","Online","0124v000000AZIZAA4","","EDITORIAL | Create The Handover","Not Validated","","Helpdesk Analyst"
"","000001088","en_US","Reuters Pictures","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document provides the steps to follow when a Reuters Pictures account is still under &quot;validation&quot; status after a client created their RP account.</span></span>","2021-10-14T14:07:19.000Z","en_US","","2023-08-11T18:21:23.000Z","Archived","0124v000000AZIUAA4","","RP | Accounts Validation for Reuters Pictures","Not Validated","","Support Operations Manager"
"","000001072","en_US","Reuters.com","<p><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Kyodo News is a news provider in Japan and therefore we mainly get these requests from our Japanese Editorial team. Kyodo News has several channels and occasionally some of the feeds stop updating. This happens because of a timestamp issue. When the timestamp for a story is set to a future date, the system considers the channel updated up to that future date and it will stop checking for current updates.<br><br>The following steps describe how to resolve these problems.</span></span></p>","2021-07-07T05:25:51.000Z","en_US","","2023-07-31T14:23:05.000Z","Archived","0124v000000AZIUAA4","","RCOM | [Legacy] Kyodo News Not Updating","Not Validated","","Senior Helpdesk Analyst"
"","000001256","en_US","Reuters Connect","","2023-06-02T18:16:57.000Z","en_US","","2023-06-02T18:16:57.000Z","Online","0124v000000AZIUAA4","","RC | [Agency] Editorial Feedback, Corrections, and Leads","Not Validated","","Support Operations Manager"
"","000001053","en_US","Content Downloader (RCD);Push;Reuters Connect;Reuters Pictures;Reuters.com;RSS;WebServices API;World News Express - WNE","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""vertical-align: baseline;""><span style=""color: #080707;"">This article provides information about our Incident Management process and Severities for our cases in both Salesforce and ServiceNow.</span></span></span></span>","2021-03-23T19:15:36.000Z","en_US","","2023-06-02T15:51:40.000Z","Online","0124v000000AZIUAA4","","Incident Management and Severities","Not Validated","","Support Operations Manager"
"","000001110","en_US","Reuters Connect","This article outlines the process for the refund of points to Reuters Connect clients.","2022-10-20T15:15:24.000Z","en_US","","2023-05-29T09:56:46.000Z","Online","0124v000000AZIUAA4","","GPDB | Points Adjustment (refund)","Not Validated","","Support Operations Manager"
"","000001033","en_US","Content Downloader (RCD)","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">The following are the ways in which the Content Downloader service could be Started, Stopped, or Restarted. </span></span>","2021-01-13T11:45:20.000Z","en_US","","2023-05-01T18:47:52.000Z","Online","0124v000000AZIUAA4","","RCCD | How to Restart Content Downloader Services","Not Validated","","Senior Helpdesk Analyst"
"","000001117","en_US","World News Express - WNE","","2023-04-28T09:10:10.000Z","en_US","","2023-04-28T09:10:10.000Z","Archived","0124v000000AZIUAA4","","WNE | How to Restart WNE Software Services","Not Validated","","Support Operations Manager"
"","000001120","en_US","","","2023-04-28T09:10:00.000Z","en_US","","2023-04-28T09:10:00.000Z","Archived","0124v000000AZIUAA4","","LSEG | Triage and escalation for Newsroom Issues","Not Validated","","Support Operations Manager"
"","000001127","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">As part of the support, we will provide for Reuters.com Podcasts, we will receive inquiries from Internal Users. These users are the journalists, editors, and producers overseeing producing and publishing podcast episodes.</span><br><br><strong><span style=""line-height: 107%;"">What are the podcasts we support?</span></strong></span></span>
<ul><li style=""margin-left: 8px;""><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">Reuters World News (Reuters.com)</span></span></span></li><li style=""margin-left: 8px;""><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">Viewsroom (Breakingviews)</span></span></span></li><li style=""margin-bottom: 11px;margin-left: 8px;""><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">Exchange (Breakingviews)</span></span></span></li></ul>
<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><strong><span style=""line-height: 107%;"">What tools are used to produce our podcast?</span></strong></span></span>

<ul><li style=""margin-left: 8px;""><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">Creation: Descript and Riverside </span></span></span></li><li style=""margin-left: 8px;""><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">Edition: Adobe Audition</span></span></span></li><li style=""margin-left: 8px;""><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">Transcript: Trint and FileZilla</span></span></span></li><li style=""margin-left: 8px;""><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">Hosting and publication: Megaphone and ARC</span></span></span></li><li style=""margin-left: 8px;""><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">Distribution: Reuters.com, Reuters News Mobile App, Apple Podcasts, Google Podcasts, and Spotify Podcasts</span></span></span></li><li style=""margin-bottom: 11px;margin-left: 8px;""><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">Other tools: Apple Podcast Connect</span></span></span></li></ul>
<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">It is important to know that the tools we assist with from the previous list are Megaphone, Trint (as catch and dispatch), FileZilla (as catch and dispatch), and Apple Podcast as an extra tool to push content to Apple Podcast.</span></span></span>","2023-04-26T06:06:44.000Z","en_US","","2023-04-26T06:06:44.000Z","Online","0124v000000AZIUAA4","","RCOM | [Podcasts] Triage of Issues for Editorial Users (Internal Employees)","Not Validated","","Support Operations Manager"
"","000001125","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;""><span style=""line-height: 107%;"">This document presents the escalation matrix for the Reuters.com Podcasts.</span></span></span></span><br> ","2023-04-26T06:06:44.000Z","en_US","","2023-04-26T06:06:44.000Z","Online","0124v000000AZIUAA4","","RCOM | [Podcasts] Escalation Matrix for .com Podcasts","Not Validated","","Support Operations Manager"
"","000001126","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">As part of the support, we will provide for Reuters.com Podcasts, we will receive inquiries from Internal Users. These users are the journalists, editors, and producers overseeing podcast episode production and publishing.</span></span></span>","2023-04-25T00:20:01.000Z","en_US","","2023-04-26T06:06:44.000Z","Online","0124v000000AZIUAA4","","RCOM | [Podcasts] Triage of issues for Individual Consumers","Not Validated","","Support Operations Manager"
"","000001015","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Since Reuters is a media production and publication company, we receive many requests for content to be released through our platforms like new articles or press releases. This article refers to any request received by the Frontline Team and how we can proceed with them.</span></span>","2020-11-27T15:58:44.000Z","en_US","","2023-04-25T20:30:51.000Z","Archived","0124v000000AZIZAA4","","RCOM | [CONSUMER] Press Releases and Content Tips for Editorial","Not Validated","","Support Operations Manager"
